element	sp_num	ritz_wl_vac(A)	Aki(s^-1)	fik	Acc	Type	
Na	7	"734.5"	"1.61e+05"	"1.30e-05"	E		
Na	7	"734.5"	"2.41e+06"	"2.60e-04"	D		
Na	7	"736.6"	"4.06e+08"	"4.96e-02"	B		
Na	7	"736.8"	"2.90e+07"	"2.36e-03"	C		
K	4	"737.146"	"1.23e+08"	"6.01e-03"			
K	8	"737.3"	"1.33e+09"	"1.81e-01"			
K	8	"737.7"	"2.82e+08"	"2.30e-02"			
Na	10	"738.84"	"6.31e+08"	"1.55e-01"	A		
Na	4	"740.16"	"2.74e+08"	"1.35e-02"	C		
K	4	"741.943"	"2.91e+08"	"8.01e-03"			
Na	6	"742.8"	"1.45e+07"	"1.20e-03"	E		
Na	6	"742.8"	"7.25e+07"	"3.60e-03"	E		
Na	10	"743.38"	"9.17e+08"	"4.56e-02"	A		
K	4	"745.258"	"2.19e+08"	"1.82e-02"			
Na	7	"745.5"	"6.12e+07"	"1.02e-02"	C		
Na	7	"745.5"	"6.11e+07"	"5.09e-03"	C		
K	4	"746.343"	"7.18e+07"	"6.00e-03"			
Na	6	"746.9"	"7.99e+07"	"4.77e-03"	D		
Na	5	"747.03"	"1.02e+01"	""	C	M1	
Na	7	"748.1"	"1.33e+09"	"1.67e-01"	B+		
Na	10	"748.90"	"2.93e+08"	"1.48e-02"	A		
Na	10	"749.11"	"4.57e+09"	"6.41e-01"	A		
K	4	"749.979"	"9.88e+07"	"2.50e-02"			
Na	5	"750.08"	"1.93e+00"	""	C	M1	
Na	10	"750.91"	"3.23e+08"	"2.73e-02"	A		
Na	10	"750.91"	"5.38e+08"	"2.73e-02"	A		
Na	10	"750.91"	"1.08e+08"	"2.73e-02"	A		
Na	6	"751.1"	"9.15e+07"	"1.29e-02"	D		
Na	7	"752.4"	"2.40e+06"	"3.06e-04"	D		
Na	7	"752.7"	"2.18e+08"	"1.85e-02"	C+		
Na	7	"752.7"	"1.09e+09"	"1.85e-01"	B+		
Na	7	"752.8"	"6.16e+06"	"7.85e-04"	D+		
Na	10	"753.14"	"2.88e+08"	"1.75e-02"	A		
Na	10	"753.14"	"5.14e+07"	"4.37e-03"	A		
Na	10	"753.14"	"2.57e+08"	"1.31e-02"	A		
Na	10	"753.14"	"8.56e+07"	"7.28e-03"	A		
Na	10	"753.14"	"3.42e+08"	"9.70e-03"	A		
Na	10	"753.14"	"3.42e+06"	"4.85e-04"	A		
Na	10	"753.99"	"3.68e+08"	"9.40e-02"	A		
Na	10	"754.03"	"1.10e+07"	"1.56e-03"	A		
Na	10	"754.03"	"1.10e+09"	"3.12e-02"	A		
Na	10	"754.03"	"2.75e+08"	"2.34e-02"	A		
Na	10	"754.03"	"8.23e+08"	"4.21e-02"	A		
Na	10	"754.03"	"1.64e+08"	"1.40e-02"	A		
Na	10	"754.03"	"9.23e+08"	"5.62e-02"	A		
Na	10	"754.20"	"1.10e+09"	"9.39e-02"	A		
K	4	"754.659"	"7.26e+07"	"1.03e-02"			
Na	6	"754.8"	"9.03e+07"	"7.71e-03"	E		
Na	10	"755.08"	"1.83e+09"	"9.38e-02"	A		
Na	6	"755.2"	"2.70e+08"	"2.31e-02"	D+		
Na	7	"755.7"	"1.53e+06"	"1.75e-04"	D		
Na	10	"756.19"	"9.20e+08"	"2.63e-02"	A		
Na	7	"757.1"	"3.30e+07"	"2.84e-03"	C		
Na	6	"758.8"	"1.48e+08"	"7.67e-03"	D		
Na	10	"759.45"	"3.10e+09"	"8.93e-02"	A		
Na	7	"761.6"	"1.39e+07"	"1.21e-03"	C		
Na	7	"761.6"	"1.40e+06"	"1.82e-04"	D		
Na	7	"762.0"	"9.97e+04"	"8.68e-06"	E		
Na	5	"764.4"	"6.88e+07"	"1.21e-02"	C		
K	3	"765.638"	"3.23e+08"	"1.42e-02"			
Na	4	"767.684"	"1.68e-08"	""	E	M1	
Na	4	"767.684"	"5.94e-06"	""	D	E2	
Na	4	"767.94"	"4.12e+06"	"2.60e-04"	E		
Na	4	"768.00"	"6.60e+06"	"3.50e-04"	E		
Na	4	"768.09"	"1.83e+07"	"1.62e-03"	E		
Na	4	"768.09"	"2.34e+07"	"2.07e-03"	D		
Na	4	"768.20"	"1.98e+07"	"1.75e-03"	E		
Na	4	"768.24"	"2.94e+06"	"3.64e-04"	E		
Na	4	"768.28"	"3.95e+06"	"5.83e-04"	E		
Na	5	"768.3"	"1.35e+08"	"1.19e-02"	C		
Na	6	"770.14"	"3.83e+04"	"1.02e-05"	D		
K	5	"770.289"	"5.86e+07"	"1.04e-02"			
K	5	"771.453"	"8.39e+07"	"1.12e-02"			
Na	7	"773.5"	"1.43e+08"	"1.93e-02"	C+		
Na	7	"773.5"	"2.39e+07"	"2.14e-03"	C		
Na	5	"774.0"	"1.97e+08"	"1.18e-02"	C		
Na	7	"774.2"	"1.32e+07"	"1.19e-03"	D+		
Na	7	"775.2"	"1.18e+08"	"7.11e-03"	C+		
K	7	"775.66"	"7.06e+08"	"6.37e-02"			
Na	6	"776.17"	"6.70e+04"	"2.02e-06"	D		
Na	7	"777.1"	"1.31e+08"	"5.91e-03"	C		
Na	7	"778.05"	"5.48e+08"	"9.95e-02"	B+		
K	3	"778.546"	"1.61e+08"	"1.46e-02"			
Na	6	"779.56"	"5.52e+05"	"5.03e-05"	C		
Na	8	"779.92"	"8.60e-02"	""	A	M2	
Na	4	"784.54"	"1.90e+06"	"2.92e-04"	D		
Na	4	"784.66"	"5.25e+06"	"4.85e-04"	D+		
Na	4	"785.24"	"3.38e+06"	"3.13e-04"	D		
Na	4	"785.36"	"2.89e+06"	"1.60e-04"	D		
Na	4	"785.40"	"4.11e+06"	"1.14e-03"	D		
Na	7	"785.5"	"2.42e+05"	"3.36e-05"	E		
Na	7	"786.13"	"9.29e+07"	"8.60e-03"	B+		
Na	7	"786.2"	"3.38e+06"	"3.13e-04"	D		
Na	7	"786.65"	"6.17e+08"	"8.59e-02"	B+		
K	7	"787.23"	"7.36e+08"	"6.84e-02"			
Na	4	"787.54"	"1.17e+07"	"3.63e-04"	D		
Na	6	"787.66"	"1.44e+05"	"2.23e-05"	D+		
Na	8	"789.81"	"3.63e+04"	"1.02e-05"	D		
Na	7	"791.8"	"8.06e+08"	"1.01e-01"	B+		
Na	7	"792.7"	"7.50e+08"	"1.06e-01"	B+		
Na	7	"792.8"	"1.11e+08"	"1.05e-02"	C+		
Na	7	"792.8"	"2.23e+07"	"4.20e-03"	C		
Na	7	"793.3"	"3.18e+06"	"3.00e-04"	D		
Na	7	"794.1"	"3.52e+05"	"2.22e-05"	E		
Na	7	"794.2"	"5.71e+04"	"5.40e-06"	E		
Na	7	"794.3"	"1.20e+06"	"7.56e-05"	D		
Na	7	"794.8"	"5.31e+07"	"5.03e-03"	C		
Na	7	"795.5"	"5.05e+07"	"7.18e-03"	C		
Na	7	"795.7"	"8.82e+07"	"8.37e-03"	C		
Na	7	"795.7"	"4.40e+07"	"2.09e-03"	C		
Na	7	"798.3"	"9.70e+07"	"1.39e-02"	C+		
Na	7	"798.8"	"1.03e+08"	"1.32e-02"	C+		
Na	7	"799.3"	"6.90e+06"	"6.61e-04"	D+		
Na	4	"800.94"	"4.77e+07"	"4.59e-03"	D		
Na	7	"802.6"	"1.11e+06"	"8.01e-05"	D		
Na	7	"803.5"	"3.50e+06"	"3.39e-04"	D+		
Na	7	"803.5"	"5.25e+07"	"6.77e-03"	C+		
Na	6	"810.0"	"3.99e+08"	"5.49e-02"	C		
Na	6	"810.2"	"2.99e+08"	"4.90e-02"	D+		
Na	7	"810.9"	"5.72e+06"	"3.76e-04"	D+		
Na	7	"810.9"	"6.36e+05"	"6.27e-05"	E		
Na	7	"810.9"	"6.35e+06"	"3.13e-04"	D		
Na	7	"811.0"	"1.69e+07"	"1.11e-03"	C		
Na	7	"811.0"	"8.07e+05"	"7.96e-05"	D		
Na	7	"811.0"	"1.61e+07"	"1.19e-03"	C		
Na	6	"814.9"	"9.79e+07"	"9.75e-03"	D		
Na	7	"815.7"	"2.79e+07"	"4.18e-03"	D		
Na	7	"815.7"	"4.65e+06"	"4.64e-04"	E		
Na	7	"819.3"	"2.39e+06"	"2.40e-04"	D		
Na	5	"819.6"	"3.88e+07"	"3.91e-03"	D		
Na	5	"819.6"	"1.08e+08"	"5.43e-03"	D		
Na	5	"819.6"	"6.91e+07"	"6.96e-03"	D		
Na	5	"819.6"	"1.36e+08"	"9.13e-03"	D+		
Na	5	"819.6"	"4.32e+06"	"6.52e-04"	E		
Na	7	"820.5"	"2.28e+07"	"4.61e-03"	D		
Na	5	"821.0"	"1.08e+08"	"1.09e-02"	D		
Na	5	"821.0"	"1.07e+07"	"2.17e-03"	E		
Na	8	"823.7"	"4.18e+08"	"4.25e-02"	C+		
Na	4	"824.35"	"1.61e+08"	"2.29e-02"	C		
Na	7	"824.9"	"4.91e+07"	"3.34e-03"	C		
Na	5	"827.1"	"8.39e+07"	"8.61e-03"	D+		
Na	5	"827.1"	"5.40e+07"	"3.69e-03"	D		
Na	7	"828.3"	"4.63e+07"	"3.57e-03"	C		
Na	4	"828.66"	"8.72e+07"	"8.98e-03"	D+		
Na	5	"830.2"	"9.89e+07"	"5.11e-03"	D		
Na	5	"830.2"	"3.55e+07"	"5.51e-03"	D		
Na	5	"830.2"	"1.58e+07"	"1.63e-03"	E		
Na	5	"831.9"	"1.97e+07"	"2.04e-03"	E		
Na	5	"831.9"	"4.92e+07"	"1.02e-02"	D		
Na	4	"833.82"	"1.44e+08"	"9.01e-03"	D+		
Na	7	"835.5"	"9.96e+06"	"6.95e-04"	D+		
Na	7	"835.5"	"9.29e+07"	"9.72e-03"	C+		
Na	4	"839.82"	"2.81e+07"	"1.78e-03"	D		
Na	7	"840.3"	"7.97e+07"	"8.44e-03"	C+		
Na	7	"844.7"	"3.14e+07"	"1.68e-03"	C		
Na	9	"846.4"	"1.26e+09"	"2.71e-01"	A		
Na	9	"846.4"	"1.26e+09"	"1.35e-01"	A		
Na	8	"847.91"	"6.66e+08"	"1.20e-01"	A+		
Na	4	"851.58"	"7.36e+08"	"8.00e-02"	C+		
Na	4	"851.69"	"2.45e+08"	"1.60e-02"	C		
Na	4	"851.72"	"1.47e+08"	"2.67e-02"	C		
Na	4	"851.82"	"6.82e+08"	"7.42e-02"	B		
Na	4	"852.08"	"1.09e+08"	"1.66e-02"	C		
Na	4	"852.93"	"1.53e+08"	"1.19e-02"	C		
Na	4	"853.19"	"8.67e+08"	"9.46e-02"	B		
Na	10	"856.28"	"2.22e+08"	"8.12e-03"	A		
Na	10	"856.28"	"2.22e+08"	"4.06e-02"	A		
Na	10	"856.28"	"2.22e+08"	"2.44e-02"	A		
Na	7	"859.9"	"5.33e+07"	"8.87e-03"	C+		
Na	7	"860.4"	"3.80e+06"	"4.22e-04"	D+		
Na	7	"860.4"	"5.70e+07"	"8.44e-03"	C+		
Na	5	"861.4"	"2.24e+04"	"2.50e-06"	C+		
Na	5	"862.3"	"1.83e+07"	"2.04e-03"	E		
Na	5	"862.3"	"9.15e+06"	"2.04e-03"	E		
Na	7	"864.10"	"8.95e+02"	"2.01e-07"	C		
Na	10	"866.15"	"2.23e+08"	"7.54e-02"	A		
Na	7	"869.60"	"3.68e+04"	"4.18e-06"	C+		
Na	5	"870.4"	"9.17e+03"	"5.21e-07"	C		
Na	7	"871.2"	"3.43e+07"	"5.85e-03"	C		
Na	7	"872.12"	"2.84e+04"	"4.85e-06"	C+		
Na	5	"873.7"	"4.09e+03"	"9.36e-07"	C		
Na	5	"874.2"	"6.32e+06"	"7.24e-04"	E		
Na	5	"874.2"	"2.11e+07"	"3.22e-03"	D		
Na	5	"874.2"	"1.05e+06"	"8.05e-05"	E		
Na	10	"874.65"	"4.01e+07"	"1.38e-02"	A		
Na	10	"874.65"	"1.20e+08"	"1.38e-02"	A		
Na	10	"874.65"	"2.01e+08"	"1.38e-02"	A		
Na	7	"874.9"	"7.83e+08"	"5.99e-02"	B+		
Na	4	"876.89"	"1.37e+09"	"9.46e-02"	B		
Na	4	"877.03"	"1.53e+08"	"1.76e-02"	C		
Na	4	"877.21"	"1.26e+09"	"1.04e-01"	B		
Na	4	"877.31"	"3.06e+06"	"4.95e-04"	E		
Na	4	"877.40"	"1.29e+09"	"1.06e-01"	B		
Na	4	"877.44"	"1.21e+09"	"1.00e-01"	B		
Na	4	"877.59"	"2.30e+08"	"2.65e-02"	C		
Na	7	"877.6"	"5.59e+06"	"6.45e-04"	D+		
Na	4	"877.70"	"1.15e+09"	"7.95e-02"	B		
Na	4	"877.72"	"1.08e+08"	"1.25e-02"	C		
Na	4	"877.85"	"1.53e+07"	"2.94e-03"	D		
Na	4	"877.96"	"1.53e+09"	"5.89e-02"	C+		
Na	4	"877.96"	"3.82e+08"	"4.41e-02"	C		
Na	4	"878.22"	"1.25e+09"	"1.12e-01"	B+		
Na	10	"880.22"	"3.46e+08"	"1.34e-02"	A		
Na	7	"880.33"	"7.77e+03"	"9.03e-07"	C+		
Na	5	"882.9"	"1.88e+04"	"2.20e-06"	C+		
Na	7	"883.5"	"2.74e+07"	"6.41e-03"	C		
Na	7	"886.05"	"3.25e+04"	"1.91e-06"	C+		
Na	6	"889.5"	"2.56e+05"	"2.17e-05"	E		
Na	6	"889.5"	"9.10e+06"	"1.08e-03"	E		
Na	6	"889.5"	"4.88e+07"	"9.65e-03"	D		
Na	4	"890.79"	"1.56e+07"	"1.85e-03"	E		
Na	4	"890.90"	"5.18e+06"	"3.70e-04"	E		
Na	4	"890.90"	"3.11e+06"	"6.17e-04"	E		
Na	4	"890.98"	"2.31e+06"	"3.85e-04"	E		
Na	4	"891.01"	"1.45e+07"	"1.72e-03"	D		
Na	7	"891.4"	"4.33e+07"	"5.16e-03"	C+		
Na	7	"891.4"	"3.75e+07"	"6.70e-03"	C		
Na	7	"891.4"	"5.06e+08"	"6.03e-02"	B		
Na	7	"891.4"	"9.09e+08"	"7.22e-02"	B+		
Na	4	"892.19"	"1.84e+07"	"2.19e-03"	D		
Na	4	"892.22"	"3.23e+06"	"2.75e-04"	E		
Na	7	"892.7"	"5.22e+08"	"6.24e-02"	B+		
Na	7	"892.7"	"5.60e+07"	"4.46e-03"	C		
Na	9	"893.3"	"2.81e+09"	"5.05e-01"	A+		
Na	9	"894.5"	"2.34e+09"	"5.61e-01"	A+		
Na	9	"894.5"	"4.68e+08"	"5.61e-02"	A		
Na	3	"900.2504"	"8.23e+05"	"1.00e-04"	E		
Na	3	"900.5428"	"5.48e+06"	"1.00e-03"	D		
Na	7	"900.8"	"8.40e+08"	"7.66e-02"	B+		
Na	3	"901.3787"	"4.10e+06"	"1.00e-03"	D		
Na	7	"909.7"	"4.90e+07"	"9.12e-03"	C+		
Na	7	"909.7"	"8.14e+06"	"1.01e-03"	D+		
Na	4	"911.76"	"6.27e+08"	"7.82e-02"	C+		
Na	7	"915.7"	"4.02e+07"	"1.01e-02"	C		
Na	7	"916.1"	"1.26e+07"	"3.17e-03"	C		
Na	7	"916.1"	"2.52e+06"	"3.17e-04"	D		
Na	7	"916.1"	"1.51e+07"	"2.85e-03"	C		
Na	6	"917.62"	"1.31e-02"	""	C+	E2	
Na	6	"917.62"	"1.28e-02"	""	C	M1	
Na	6	"917.62"	"4.14e-03"	""	C	M1	
Na	4	"920.30"	"9.71e+08"	"1.23e-01"	B		
Na	4	"920.47"	"1.43e+09"	"1.09e-01"	B		
Na	4	"920.52"	"3.43e+08"	"1.31e-01"	C+		
Na	4	"925.87"	"2.72e+06"	"3.50e-04"	D		
Na	4	"926.04"	"9.14e+06"	"7.05e-04"	D+		
Na	4	"926.09"	"5.66e+05"	"2.18e-04"	E		
K	8	"927.8"	"5.75e+08"	"1.24e-01"			
Na	6	"930.2"	"1.21e+08"	"2.19e-02"	D+		
Na	4	"932.31"	"1.68e+08"	"7.30e-03"	C		
Na	4	"933.25"	"5.63e+06"	"7.35e-04"	D+		
Na	4	"933.43"	"1.85e+08"	"1.45e-02"	C		
Na	4	"933.48"	"2.54e+07"	"9.96e-03"	C		
Na	4	"935.52"	"4.34e+07"	"9.48e-03"	C		
Na	4	"935.69"	"1.33e+08"	"1.75e-02"	C+		
Na	7	"936.2"	"2.82e+06"	"7.42e-04"	D		
Na	9	"936.2"	"7.49e+08"	"4.92e-02"	A		
Na	9	"936.2"	"7.50e+07"	"9.85e-03"	A		
Na	7	"936.2"	"1.13e+07"	"1.48e-03"	D+		
Na	9	"936.7"	"6.74e+08"	"5.91e-02"	A		
Na	7	"940.4"	"5.57e+06"	"3.69e-04"	D		
Na	7	"940.4"	"1.40e+07"	"1.85e-03"	C		
Na	7	"944.8"	"4.37e+05"	"8.78e-05"	E		
K	13	"945.90"	"5.92e+00"	""		M1+E2	
Na	7	"947.1"	"3.91e+06"	"5.26e-04"	D+		
Na	3	"950.103"	"2.09e+07"	"2.82e-03"	B		
Na	3	"950.474"	"1.00e+07"	"6.77e-04"	D+		
Na	7	"951.5"	"1.71e+07"	"1.74e-03"	C		
Na	7	"955.7"	"8.47e+06"	"1.16e-03"	C		
Na	7	"955.7"	"6.04e+05"	"1.24e-04"	D		
Na	7	"956.6"	"8.81e+07"	"6.04e-03"	C		
Na	7	"956.6"	"2.20e+08"	"3.02e-02"	B		
Na	7	"958.7"	"6.70e+06"	"9.23e-04"	D+		
Na	3	"959.655"	"4.34e+06"	"1.20e-03"	D+		
Na	3	"960.033"	"1.88e+07"	"2.60e-03"	B+		
Na	7	"961.1"	"1.31e+07"	"1.21e-03"	C		
Na	4	"962.48"	"1.45e+09"	"1.21e-01"	B		
Na	7	"963.2"	"4.31e+07"	"1.20e-02"	C		
Na	7	"963.2"	"1.73e+08"	"2.40e-02"	C+		
Na	7	"967.3"	"8.73e+05"	"8.16e-05"	D		
Na	7	"967.3"	"7.84e+06"	"1.10e-03"	D+		
Na	8	"968.3"	"7.65e+07"	"6.45e-03"	C		
Na	7	"971.74"	"8.71e+02"	"2.47e-07"	D+		
Na	4	"972.31"	"2.05e+05"	"2.91e-05"	E		
Na	4	"972.50"	"7.46e+02"	"6.35e-08"	E		
Na	4	"972.55"	"5.37e+05"	"2.29e-04"	E		
Na	4	"972.92"	"7.93e+05"	"1.88e-04"	D		
Na	4	"973.10"	"8.76e+04"	"1.24e-05"	E		
Na	4	"974.22"	"1.02e+06"	"2.04e-04"	D		
Na	6	"977.37"	"5.95e+03"	"1.41e-06"	C+		
Na	7	"985.6"	"3.19e+06"	"4.65e-04"	D+		
Na	6	"988.59"	"1.48e+04"	"2.15e-06"	C+		
Na	7	"993.7"	"2.81e+07"	"2.77e-03"	C		
K	13	"994.44"	"2.19e+02"	""		M1	
Na	4	"999.939"	"6.37e-03"	""	C	E2	
Na	4	"999.939"	"1.13e+00"	""	C+	M1	
Na	7	"1007.8"	"3.55e+06"	"5.41e-04"	D+		
Na	4	"1010.097"	"6.58e-01"	""	C+	M1	
Na	4	"1010.097"	"2.04e-02"	""	C	E2	
Na	7	"1013.1"	"1.50e+06"	"3.46e-04"	D		
Na	7	"1015.0"	"2.93e+05"	"4.52e-05"	E		
Na	7	"1015.0"	"6.14e+06"	"6.32e-04"	E		
Na	4	"1015.752"	"8.39e-01"	""	C	M1	
Na	8	"1016.1"	"7.49e+06"	"6.96e-04"	D		
Na	8	"1016.1"	"6.72e+07"	"1.04e-02"	C		
Na	8	"1016.1"	"2.70e+08"	"5.84e-02"	B		
Na	6	"1017.7"	"3.97e+07"	"6.16e-03"	E		
Na	8	"1019.0"	"2.00e+08"	"5.20e-02"	C+		
Na	8	"1019.0"	"1.11e+08"	"1.73e-02"	C		
Na	7	"1022.1"	"1.57e+06"	"1.64e-04"	D		
Na	7	"1022.1"	"1.46e+07"	"2.29e-03"	C		
Na	6	"1022.4"	"3.12e+07"	"4.89e-03"	D		
Na	7	"1023.5"	"2.18e+06"	"2.28e-04"	D		
Na	6	"1024.8"	"4.94e+07"	"1.09e-02"	D		
Na	6	"1025.1"	"6.46e+07"	"6.11e-03"	D		
Na	7	"1027.2"	"5.64e+06"	"6.69e-04"	D		
Na	7	"1029.0"	"6.36e+05"	"1.01e-04"	D		
Na	7	"1030.4"	"1.68e+07"	"2.67e-03"	C		
Na	7	"1030.4"	"1.24e+06"	"2.97e-04"	D		
Na	7	"1032.4"	"3.05e+05"	"4.87e-05"	E		
Na	7	"1032.4"	"1.83e+06"	"4.39e-04"	D+		
Na	7	"1032.6"	"1.96e+06"	"6.28e-04"	D		
Na	5	"1033.1"	"9.50e+05"	"1.52e-04"	E		
Na	5	"1033.1"	"2.00e+07"	"2.13e-03"	D		
Na	7	"1033.2"	"5.79e+06"	"9.26e-04"	D+		
Na	7	"1033.4"	"5.21e+07"	"5.56e-03"	C+		
Na	7	"1034.0"	"1.84e+06"	"1.97e-04"	D		
Na	7	"1034.0"	"1.72e+07"	"2.76e-03"	C		
Na	7	"1034.8"	"6.79e+07"	"1.09e-02"	B		
Na	7	"1034.8"	"2.50e+06"	"5.36e-04"	D+		
Na	7	"1035.0"	"2.90e+07"	"4.65e-03"	C		
Na	7	"1035.0"	"5.79e+07"	"4.65e-03"	C		
Na	8	"1038.2"	"6.16e+08"	"1.66e-01"	B		
Na	7	"1039.1"	"6.30e+05"	"1.02e-04"	E		
Na	7	"1039.1"	"1.57e+05"	"5.08e-05"	E		
Na	7	"1039.8"	"3.29e+06"	"4.00e-04"	D+		
Na	7	"1039.8"	"8.08e+07"	"1.31e-02"	B		
K	14	"1042.5"	"5.1e-03"	""	D	E2	
Na	7	"1044.1"	"7.71e+05"	"1.26e-04"	D		
Na	7	"1044.1"	"3.10e+05"	"2.53e-05"	E		
Na	5	"1046.5"	"1.83e+07"	"2.25e-03"	D		
Na	7	"1048.5"	"3.09e+08"	"1.02e-01"	B		
Na	4	"1050.40"	"7.44e+08"	"1.23e-01"	B		
Na	7	"1053.3"	"3.66e+08"	"9.14e-02"	B+		
Na	7	"1053.3"	"6.13e+07"	"1.02e-02"	C+		
Na	7	"1058.8"	"1.31e+08"	"1.47e-02"	B		
Na	7	"1058.8"	"1.46e+07"	"2.45e-03"	C		
Na	7	"1063.9"	"1.44e+08"	"1.22e-02"	C+		
Na	6	"1065.3"	"7.10e+07"	"1.69e-02"	D+		
Na	6	"1065.3"	"4.77e+08"	"8.12e-02"	C		
Na	6	"1065.3"	"1.59e+08"	"1.62e-02"	D+		
Na	6	"1065.3"	"4.43e+08"	"7.54e-02"	C		
Na	6	"1065.3"	"9.56e+07"	"2.71e-02"	D+		
Na	6	"1065.3"	"9.96e+07"	"1.21e-02"	D+		
Na	6	"1065.3"	"5.65e+08"	"9.62e-02"	C+		
Na	4	"1075.03"	"1.08e+07"	"1.86e-03"	D+		
Na	4	"1075.20"	"5.14e+06"	"5.34e-04"	D+		
Na	4	"1075.38"	"2.36e+06"	"6.82e-04"	D+		
Na	4	"1075.54"	"8.49e+06"	"1.47e-03"	D+		
Na	4	"1075.84"	"2.17e+06"	"5.27e-04"	D+		
Na	4	"1077.31"	"3.51e+06"	"4.36e-04"	D+		
Na	4	"1077.61"	"1.41e+07"	"2.46e-03"	C		
Na	8	"1085.5"	"9.85e+08"	"2.90e-01"	B+		
Na	5	"1088.5"	"5.18e+07"	"1.38e-02"	D+		
Na	8	"1089.6"	"3.04e+08"	"5.41e-02"	B		
Na	8	"1089.6"	"3.38e+07"	"3.61e-03"	C		
Na	8	"1089.6"	"1.22e+09"	"3.03e-01"	B+		
Na	4	"1095.97"	"3.68e+05"	"1.10e-04"	D		
Na	4	"1096.14"	"4.30e+06"	"7.74e-04"	D+		
Na	7	"1097.2"	"3.04e+08"	"5.48e-02"	B		
Na	4	"1097.34"	"5.44e+06"	"9.83e-04"	D+		
Na	4	"1097.51"	"1.56e+07"	"1.69e-03"	C		
Na	4	"1097.97"	"2.09e+07"	"2.70e-03"	C		
Na	10	"1100.1"	"3.00e+08"	"5.45e-02"	A		
Na	10	"1100.1"	"3.01e+08"	"1.82e-02"	A		
Na	10	"1100.1"	"3.01e+08"	"9.09e-02"	A		
Na	4	"1100.923"	"1.92e+05"	"5.82e-05"	E		
Na	4	"1101.096"	"1.23e+05"	"2.24e-05"	E		
Na	4	"1101.534"	"2.31e+05"	"5.88e-05"	D		
Na	4	"1101.84"	"1.86e+07"	"1.13e-03"	D+		
Na	4	"1102.944"	"2.24e+04"	"2.91e-06"	E		
Na	4	"1103.384"	"2.55e+05"	"4.66e-05"	D		
Na	4	"1103.698"	"1.71e+05"	"4.02e-05"	D		
Na	7	"1104.7"	"1.49e+08"	"1.36e-02"	C+		
Na	6	"1105.7"	"5.87e+07"	"3.23e-02"	D		
Na	6	"1106.1"	"3.70e+06"	"1.13e-03"	E		
Na	6	"1106.1"	"3.70e+08"	"2.26e-02"	D+		
Na	6	"1106.1"	"9.27e+07"	"1.70e-02"	D		
Na	6	"1106.1"	"2.78e+08"	"3.06e-02"	D+		
Na	6	"1106.1"	"5.56e+07"	"1.02e-02"	D		
Na	6	"1106.1"	"3.11e+08"	"4.07e-02"	C		
Na	7	"1106.4"	"7.41e+07"	"2.72e-02"	C+		
Na	7	"1107.1"	"3.23e+05"	"5.94e-05"	D		
Na	7	"1107.1"	"6.79e+06"	"8.32e-04"	C		
Na	5	"1107.5"	"4.90e+07"	"4.51e-03"	D		
Na	10	"1111.765"	"1.27e+08"	"3.92e-02"	A		
Na	6	"1113.0"	"7.79e+07"	"2.41e-02"	D+		
Na	6	"1113.0"	"4.32e+07"	"8.03e-03"	D		
Na	7	"1114.1"	"3.63e+08"	"6.75e-02"	B+		
Na	10	"1114.4"	"3.04e+08"	"1.70e-01"	A		
Na	4	"1115.33"	"7.09e+05"	"1.32e-04"	D		
Na	4	"1115.67"	"2.15e+07"	"2.40e-03"	C		
Na	4	"1116.05"	"3.65e+06"	"6.82e-04"	D+		
Na	4	"1116.37"	"1.20e+05"	"3.13e-05"	E		
Na	4	"1116.71"	"1.72e+07"	"2.29e-03"	C		
Na	4	"1117.03"	"2.88e+06"	"5.38e-04"	D+		
Na	4	"1117.85"	"2.01e+07"	"2.92e-03"	C		
Na	7	"1121.6"	"6.22e+06"	"8.80e-04"	C		
Na	6	"1125.7"	"2.51e+07"	"4.76e-03"	D		
Na	6	"1125.7"	"2.78e+06"	"3.17e-04"	E		
Na	6	"1125.7"	"1.00e+08"	"2.67e-02"	D+		
Na	3	"1129.210"	"5.49e+06"	"7.00e-04"	D		
Na	3	"1129.670"	"5.23e+05"	"1.00e-04"	E		
Na	3	"1131.145"	"4.87e+06"	"7.00e-04"	D		
Na	10	"1133.6"	"2.91e+08"	"3.36e-02"	A		
Na	10	"1133.6"	"5.81e+07"	"3.36e-02"	A		
Na	10	"1133.6"	"1.74e+08"	"3.36e-02"	A		
Na	7	"1135.3"	"1.06e+05"	"2.04e-05"	E		
Na	7	"1135.3"	"6.35e+05"	"1.84e-04"	D		
Na	6	"1137.5"	"4.80e+07"	"6.65e-03"	D		
Na	10	"1140.0"	"4.99e+08"	"3.24e-02"	A		
Na	4	"1141.72"	"5.41e+06"	"7.55e-04"	D		
Na	4	"1142.06"	"1.04e+05"	"2.03e-05"	E		
Na	10	"1142.336"	"1.17e+08"	"2.29e-02"	A		
Na	4	"1143.585"	"2.35e+07"	"4.62e-03"	C		
Na	4	"1144.057"	"2.09e+06"	"5.74e-04"	D+		
Na	4	"1144.277"	"3.93e+06"	"5.51e-04"	D+		
Na	7	"1144.7"	"5.17e+05"	"2.03e-04"	D		
Na	4	"1144.750"	"2.25e+07"	"4.43e-03"	C		
Na	4	"1145.088"	"1.68e+06"	"4.24e-04"	D+		
Na	4	"1145.611"	"3.20e+06"	"4.90e-04"	D+		
Na	4	"1145.949"	"2.72e+07"	"5.35e-03"	C		
